month,sales_rep_id,rep_name,region,territory,manager_name,tenure_months,monthly_target,actual_sales_value,target_achievement_pct,visits_made,new_customers,returning_customers,active_status
01-11-2024,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,71,288500.76,327083.52,1.134,118,0,34,TRUE
01-12-2024,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,72,160278.2,174771.76,1.09,111,2,40,TRUE
01-01-2023,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,21,357962.77,292953.02,0.818,95,5,45,TRUE
01-02-2023,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,22,315849.5,252231.71,0.799,94,6,51,TRUE
01-03-2023,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,23,357962.77,380775.4,1.064,69,7,39,TRUE
01-04-2023,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,24,379019.4,291735.51,0.77,73,1,48,TRUE
01-05-2023,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,25,379019.4,433713.89,1.144,89,6,42,TRUE
01-06-2023,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,26,357962.77,274443.71,0.767,84,6,42,TRUE
01-07-2023,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,27,336906.13,314141.59,0.932,84,5,30,TRUE
01-08-2023,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,28,357962.77,291992.34,0.816,89,3,38,TRUE
01-09-2023,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,29,379019.4,456647.84,1.205,84,6,34,TRUE
01-10-2023,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,30,400076.03,365413.27,0.913,88,3,53,TRUE
01-11-2023,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,31,379019.4,363006.42,0.958,83,3,38,TRUE
01-12-2023,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,32,210566.33,179065.06,0.85,97,3,39,TRUE
01-01-2024,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,33,357962.77,409243.23,1.143,101,6,32,TRUE
01-02-2024,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,34,315849.5,375301.95,1.188,77,7,32,TRUE
01-03-2024,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,35,357962.77,333953.77,0.933,84,5,44,TRUE
01-04-2024,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,36,379019.4,379359.52,1.001,83,6,50,TRUE
01-05-2024,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,37,379019.4,335911.13,0.886,82,6,39,TRUE
01-06-2024,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,38,357962.77,297922.47,0.832,67,3,40,TRUE
01-07-2024,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,39,336906.13,406653.95,1.207,89,4,48,TRUE
01-08-2024,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,40,357962.77,437464.12,1.222,92,4,48,TRUE
01-09-2024,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,41,379019.4,467593.22,1.234,67,4,35,TRUE
01-10-2024,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,42,400076.03,359096.53,0.898,79,4,47,TRUE
01-11-2024,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,43,379019.4,449213.22,1.185,78,6,50,TRUE
01-12-2024,SR-EA09,Hamsini Hayer,East,East-T9,Dev Chhabra,44,210566.33,242596.89,1.152,80,4,57,TRUE
01-01-2023,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,48,412942.29,406403.64,0.984,156,6,36,TRUE
01-02-2023,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,49,364360.84,286988.7,0.788,155,3,42,TRUE
01-03-2023,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,50,412942.29,465417.24,1.127,142,2,57,TRUE
01-04-2023,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,51,437233.01,377247.85,0.863,164,2,44,TRUE
01-05-2023,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,52,437233.01,475780.29,1.088,157,3,48,TRUE
01-06-2023,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,53,412942.29,448952.14,1.087,158,5,48,TRUE
01-07-2023,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,54,388651.56,368715.97,0.949,141,5,56,TRUE
01-08-2023,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,55,412942.29,484328.55,1.173,130,3,42,TRUE
01-09-2023,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,56,437233.01,449762.49,1.029,148,3,31,TRUE
01-10-2023,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,57,461523.73,366981.26,0.795,142,1,30,TRUE
01-11-2023,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,58,437233.01,414185.27,0.947,140,3,50,TRUE
01-12-2023,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,59,242907.23,214299.87,0.882,155,5,36,TRUE
01-01-2024,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,60,412942.29,335224.23,0.812,134,5,52,TRUE
01-02-2024,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,61,364360.84,340419.72,0.934,150,6,47,TRUE
01-03-2024,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,62,412942.29,464356,1.125,137,4,50,TRUE
01-04-2024,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,63,437233.01,385237.57,0.881,151,4,49,TRUE
01-05-2024,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,64,437233.01,411223.22,0.941,137,4,42,TRUE
01-06-2024,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,65,412942.29,441548.72,1.069,156,4,48,TRUE
01-07-2024,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,66,388651.56,363675.58,0.936,152,3,34,TRUE
01-08-2024,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,67,412942.29,449040.99,1.087,145,3,36,TRUE
01-09-2024,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,68,437233.01,430997.38,0.986,141,6,44,TRUE
01-10-2024,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,69,461523.73,489110.59,1.06,156,9,51,TRUE
01-11-2024,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,70,437233.01,534117.1,1.222,147,4,59,TRUE
01-12-2024,SR-WE01,Dayita Dua,West,West-T1,Arjun Zachariah,71,242907.23,222017.97,0.914,146,3,40,TRUE
01-01-2023,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,19,335674.31,354150.19,1.055,133,2,42,TRUE
01-02-2023,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,20,296183.22,318049.3,1.074,128,4,47,TRUE
01-03-2023,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,21,335674.31,358400.12,1.068,127,6,51,TRUE
01-04-2023,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,22,355419.86,349069.85,0.982,114,4,40,TRUE
01-05-2023,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,23,355419.86,391153.27,1.101,112,4,40,TRUE
01-06-2023,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,24,335674.31,360722.23,1.075,117,1,47,TRUE
01-07-2023,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,25,315928.76,255377.21,0.808,132,4,48,TRUE
01-08-2023,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,26,335674.31,259366.61,0.773,119,7,54,TRUE
01-09-2023,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,27,355419.86,273177.86,0.769,136,2,39,TRUE
01-10-2023,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,28,375165.41,468192.81,1.248,133,5,54,TRUE
01-11-2023,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,29,355419.86,287200.66,0.808,114,0,44,TRUE
01-12-2023,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,30,197455.48,171272.89,0.867,124,0,43,TRUE
01-01-2024,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,31,335674.31,341976.03,1.019,136,4,47,TRUE
01-02-2024,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,32,296183.22,279692.6,0.944,115,5,39,TRUE
01-03-2024,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,33,335674.31,314025.25,0.936,99,7,44,TRUE
01-04-2024,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,34,355419.86,435279.28,1.225,91,6,42,TRUE
01-05-2024,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,35,355419.86,390337.02,1.098,110,3,57,TRUE
01-06-2024,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,36,335674.31,342420.1,1.02,141,2,41,TRUE
01-07-2024,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,37,315928.76,329725.42,1.044,124,6,42,TRUE
01-08-2024,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,38,335674.31,373706.07,1.113,109,5,40,TRUE
01-09-2024,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,39,355419.86,423911.72,1.193,107,0,49,TRUE
01-10-2024,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,40,375165.41,404226.08,1.077,107,3,41,TRUE
01-11-2024,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,41,355419.86,414720.43,1.167,126,7,58,TRUE
01-12-2024,SR-WE02,Samarth Reddy,West,West-T2,Sarthak Ramesh,42,197455.48,208873.56,1.058,125,6,37,TRUE
01-01-2023,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,14,315864.92,385205.65,1.22,136,0,62,TRUE
01-02-2023,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,15,278704.34,248010.65,0.89,127,1,46,TRUE
01-03-2023,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,16,315864.92,345916.41,1.095,128,0,46,TRUE
01-04-2023,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,17,334445.21,287166.31,0.859,123,3,51,TRUE
01-05-2023,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,18,334445.21,325197.11,0.972,122,3,33,TRUE
01-06-2023,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,19,315864.92,274188.54,0.868,108,7,46,TRUE
01-07-2023,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,20,297284.63,276873.96,0.931,116,3,40,TRUE
01-08-2023,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,21,315864.92,391819.02,1.24,109,2,47,TRUE
01-09-2023,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,22,334445.21,312260.62,0.934,111,4,54,TRUE
01-10-2023,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,23,353025.5,423930,1.201,125,2,49,TRUE
01-11-2023,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,24,334445.21,358663.53,1.072,118,8,45,TRUE
01-12-2023,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,25,185802.89,144977.36,0.78,108,5,51,TRUE
01-01-2024,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,26,315864.92,280469.32,0.888,110,3,44,TRUE
01-02-2024,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,27,278704.34,343949.98,1.234,114,1,46,TRUE
01-03-2024,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,28,315864.92,386778.3,1.225,110,4,50,TRUE
01-04-2024,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,29,334445.21,388657.29,1.162,97,1,43,TRUE
01-05-2024,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,30,334445.21,266163.78,0.796,125,2,53,TRUE
01-06-2024,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,31,315864.92,270397.08,0.856,98,5,38,TRUE
01-07-2024,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,32,297284.63,318019.18,1.07,124,5,48,TRUE
01-08-2024,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,33,315864.92,390265.85,1.236,116,1,51,TRUE
01-09-2024,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,34,334445.21,259291.78,0.775,109,4,43,TRUE
01-10-2024,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,35,353025.5,323637.74,0.917,113,4,54,TRUE
01-11-2024,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,36,334445.21,416187.11,1.244,118,5,32,TRUE
01-12-2024,SR-WE03,Azaan Bava,West,West-T3,Arjun Zachariah,37,185802.89,212463.57,1.143,105,2,37,TRUE
01-01-2023,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,6,371592.27,316820.61,0.853,131,4,37,TRUE
01-02-2023,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,7,327875.53,381945.13,1.165,124,3,45,TRUE
01-03-2023,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,8,371592.27,381663.87,1.027,133,3,65,TRUE
01-04-2023,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,9,393450.63,410444.37,1.043,133,4,49,TRUE
01-05-2023,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,10,393450.63,455036.08,1.157,129,3,49,TRUE
01-06-2023,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,11,371592.27,321984.46,0.866,142,4,42,TRUE
01-07-2023,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,12,349733.9,397711.9,1.137,137,2,37,TRUE
01-08-2023,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,13,371592.27,425221.16,1.144,131,4,42,TRUE
01-09-2023,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,14,393450.63,412332.65,1.048,129,6,43,TRUE
01-10-2023,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,15,415309,369059.12,0.889,141,6,50,TRUE
01-11-2023,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,16,393450.63,488671.22,1.242,126,4,42,TRUE
01-12-2023,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,17,218583.69,271866.45,1.244,141,5,36,TRUE
01-01-2024,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,18,371592.27,379064.15,1.02,138,4,57,TRUE
01-02-2024,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,19,327875.53,376813.22,1.149,150,5,38,TRUE
01-03-2024,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,20,371592.27,299118.09,0.805,153,6,37,TRUE
01-04-2024,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,21,393450.63,465540.21,1.183,141,5,50,TRUE
01-05-2024,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,22,393450.63,321017,0.816,135,5,45,TRUE
01-06-2024,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,23,371592.27,345254.23,0.929,152,4,58,TRUE
01-07-2024,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,24,349733.9,400171.04,1.144,156,1,45,TRUE
01-08-2024,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,25,371592.27,388100.8,1.044,147,2,60,TRUE
01-09-2024,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,26,393450.63,298192.51,0.758,131,2,45,TRUE
01-10-2024,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,27,415309,366586.51,0.883,137,3,41,TRUE
01-11-2024,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,28,393450.63,320024.59,0.813,151,3,49,TRUE
01-12-2024,SR-WE04,Turvi Sinha,West,West-T4,Ojas Kapoor,29,218583.69,209945.32,0.96,150,2,46,TRUE
01-01-2023,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,12,413395.61,333537.77,0.807,90,2,44,TRUE
01-02-2023,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,13,364760.83,285162.36,0.782,92,3,52,TRUE
01-03-2023,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,14,413395.61,402704.21,0.974,94,2,50,TRUE
01-04-2023,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,15,437713,407519.33,0.931,87,4,40,TRUE
01-05-2023,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,16,437713,458212.42,1.047,98,3,43,TRUE
01-06-2023,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,17,413395.61,403475.24,0.976,109,5,53,TRUE
01-07-2023,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,18,389078.22,334908.76,0.861,86,3,41,TRUE
01-08-2023,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,19,413395.61,437187.94,1.058,91,2,53,TRUE
01-09-2023,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,20,437713,487446.61,1.114,85,6,40,TRUE
01-10-2023,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,21,462030.39,556458.24,1.204,75,4,54,TRUE
01-11-2023,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,22,437713,472489.97,1.079,92,2,46,TRUE
01-12-2023,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,23,243173.89,219054.73,0.901,103,1,45,TRUE
01-01-2024,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,24,413395.61,443023.81,1.072,101,5,43,TRUE
01-02-2024,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,25,364760.83,279251.89,0.766,90,4,52,TRUE
01-03-2024,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,26,413395.61,516452.4,1.249,81,9,45,TRUE
01-04-2024,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,27,437713,513721.54,1.174,89,3,38,TRUE
01-05-2024,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,28,437713,421577.5,0.963,87,5,64,TRUE
01-06-2024,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,29,413395.61,332362.18,0.804,94,1,39,TRUE
01-07-2024,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,30,389078.22,430398.58,1.106,86,6,51,TRUE
01-08-2024,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,31,413395.61,401730.07,0.972,88,5,39,TRUE
01-09-2024,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,32,437713,525095.13,1.2,84,4,33,TRUE
01-10-2024,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,33,462030.39,420935.52,0.911,99,7,45,TRUE
01-11-2024,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,34,437713,360748.57,0.824,90,3,47,TRUE
01-12-2024,SR-WE05,Hemangini Chaudry,West,West-T5,Dev Chhabra,35,243173.89,197723.67,0.813,118,3,39,TRUE
01-01-2023,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,22,392096.77,416469.01,1.062,99,4,43,TRUE
01-02-2023,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,23,345967.74,360734.45,1.043,83,0,33,TRUE
01-03-2023,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,24,392096.77,433688.98,1.106,93,5,48,TRUE
01-04-2023,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,25,415161.29,390439.35,0.94,99,2,51,TRUE
01-05-2023,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,26,415161.29,435377.95,1.049,87,4,57,TRUE
01-06-2023,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,27,392096.77,351886.8,0.897,80,5,36,TRUE
01-07-2023,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,28,369032.26,370056.52,1.003,94,3,35,TRUE
01-08-2023,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,29,392096.77,378412.46,0.965,99,4,43,TRUE
01-09-2023,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,30,415161.29,476002.37,1.147,109,5,36,TRUE
01-10-2023,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,31,438225.8,353738.95,0.807,97,5,44,TRUE
01-11-2023,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,32,415161.29,447276.71,1.077,95,7,54,TRUE
01-12-2023,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,33,230645.16,274203.21,1.189,110,2,40,TRUE
01-01-2024,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,34,392096.77,402160.96,1.026,91,6,50,TRUE
01-02-2024,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,35,345967.74,409192.02,1.183,88,3,32,TRUE
01-03-2024,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,36,392096.77,378387.1,0.965,99,4,54,TRUE
01-04-2024,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,37,415161.29,495721.47,1.194,105,1,42,TRUE
01-05-2024,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,38,415161.29,397270.66,0.957,88,7,52,TRUE
01-06-2024,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,39,392096.77,456286.78,1.164,96,6,46,TRUE
01-07-2024,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,40,369032.26,350346.35,0.949,103,4,39,TRUE
01-08-2024,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,41,392096.77,437111.93,1.115,86,4,34,TRUE
01-09-2024,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,42,415161.29,376249.96,0.906,94,3,46,TRUE
01-10-2024,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,43,438225.8,397147.3,0.906,109,0,38,TRUE
01-11-2024,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,44,415161.29,364281.16,0.877,106,5,41,TRUE
01-12-2024,SR-WE06,Shravya Tak,West,West-T6,Dev Chhabra,45,230645.16,282954.62,1.227,98,2,44,TRUE
01-01-2023,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,21,492981.14,539030.76,1.093,116,2,54,TRUE
01-02-2023,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,22,434983.36,429386.84,0.987,117,3,44,TRUE
01-03-2023,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,23,492981.14,392221.91,0.796,123,3,45,TRUE
01-04-2023,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,24,521980.03,413764.27,0.793,143,9,44,TRUE
01-05-2023,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,25,521980.03,504200.48,0.966,126,2,35,TRUE
01-06-2023,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,26,492981.14,553270.01,1.122,128,5,41,TRUE
01-07-2023,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,27,463982.25,434437.45,0.936,125,4,45,TRUE
01-08-2023,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,28,492981.14,401808.09,0.815,141,5,49,TRUE
01-09-2023,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,29,521980.03,407139.46,0.78,135,4,37,TRUE
01-10-2023,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,30,550978.92,676774.19,1.228,127,2,43,TRUE
01-11-2023,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,31,521980.03,538078.78,1.031,120,4,41,TRUE
01-12-2023,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,32,289988.91,314639.89,1.085,128,3,33,TRUE
01-01-2024,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,33,492981.14,470996.31,0.955,118,4,47,TRUE
01-02-2024,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,34,434983.36,516239.86,1.187,111,3,51,TRUE
01-03-2024,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,35,492981.14,601715.49,1.221,119,5,37,TRUE
01-04-2024,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,36,521980.03,501867.32,0.961,133,7,41,TRUE
01-05-2024,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,37,521980.03,630511.08,1.208,120,2,30,TRUE
01-06-2024,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,38,492981.14,382416.83,0.776,120,6,41,TRUE
01-07-2024,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,39,463982.25,414714.16,0.894,134,3,39,TRUE
01-08-2024,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,40,492981.14,446751.56,0.906,124,2,48,TRUE
01-09-2024,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,41,521980.03,418523.74,0.802,112,2,60,TRUE
01-10-2024,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,42,550978.92,553021,1.004,137,6,51,TRUE
01-11-2024,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,43,521980.03,431868.05,0.827,131,1,44,TRUE
01-12-2024,SR-WE07,Faras Bahl,West,West-T7,Ojas Kapoor,44,289988.91,287406.47,0.991,124,0,52,TRUE
01-01-2023,SR-WE08,Vrinda Thaman,West,West-T8,Arjun Zachariah,59,327671.78,384567.86,1.174,168,7,53,TRUE
01-02-2023,SR-WE08,Vrinda Thaman,West,West-T8,Arjun Zachariah,60,289122.16,267454.48,0.925,153,4,43,TRUE
01-03-2023,SR-WE08,Vrinda Thaman,West,West-T8,Arjun Zachariah,61,327671.78,336890.08,1.028,164,3,46,TRUE
01-04-2023,SR-WE08,Vrinda Thaman,West,West-T8,Arjun Zachariah,62,346946.6,280139.48,0.807,144,5,39,TRUE
01-05-2023,SR-WE08,Vrinda Thaman,West,West-T8,Arjun Zachariah,63,346946.6,308534.1,0.889,166,3,38,TRUE
01-06-2023,SR-WE08,Vrinda Thaman,West,West-T8,Arjun Zachariah,64,327671.78,282806.81,0.863,157,4,39,TRUE
01-07-2023,SR-WE08,Vrinda Thaman,West,West-T8,Arjun Zachariah,65,308396.97,297466.21,0.965,156,4,33,TRUE
01-08-2023,SR-WE08,Vrinda Thaman,West,West-T8,Arjun Zachariah,66,327671.78,337660.15,1.03,142,7,37,TRUE
01-09-2023,SR-WE08,Vrinda Thaman,West,West-T8,Arjun Zachariah,67,346946.6,393339,1.134,155,5,48,TRUE
01-10-2023,SR-WE08,Vrinda Thaman,West,West-T8,Arjun Zachariah,68,366221.41,388510.34,1.061,132,4,50,TRUE
01-11-2023,SR-WE08,Vrinda Thaman,West,West-T8,Arjun Zachariah,69,346946.6,377300.39,1.087,148,5,52,TRUE
01-12-2023,SR-WE08,Vrinda Thaman,West,West-T8,Arjun Zachariah,70,192748.11,198216.35,1.028,134,7,37,TRUE
01-01-2024,SR-WE08,Vrinda Thaman,West,West-T8,Arjun Zachariah,71,327671.78,345529.06,1.054,139,3,46,TRUE
01-02-2024,SR-WE08,Vrinda Thaman,West,West-T8,Arjun Zachariah,72,289122.16,311938.41,1.079,129,6,47,TRUE
01-03-2024,SR-WE08,Vrinda Thaman,West,West-T8,Arjun Zachariah,73,327671.78,359369.3,1.097,151,4,40,TRUE
